,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
6558,591,tt0382625,3.655536,125000000,758239851,The Da Vinci Code,Tom Hanks|Audrey Tautou|Ian McKellen|Paul Bettany|Jean Reno,http://www.sonypictures.com/homevideo/thedavincicode/index.html,Ron Howard,So Dark The Con Of Man,paris|holy grail|christianity|monk|zurich,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",149,Thriller|Mystery,Columbia Pictures|Imagine Entertainment|Skylark Productions|Government of Malta,5/17/06,1585,6.4,2006,135208644.786446,820164661.414297
10,206647,tt2379713,6.200282,245000000,880674609,Spectre,Daniel Craig|Christoph Waltz|LÃ©a Seydoux|Ralph Fiennes|Monica Bellucci,http://www.sonypictures.com/movies/spectre/,Sam Mendes,A Plan No One Escapes,spy|based on novel|secret agent|sequel|james bond,"A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",148,Action|Adventure|Crime,Columbia Pictures|Danjaq|B24,10/26/15,3254,6.2,2015,225399900.824043,810220283.783075
5233,607,tt0119654,3.153414,90000000,589390539,Men in Black,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn,http://www.sonypictures.com/homevideo/meninblack/,Barry Sonnenfeld,Protecting the Earth from the scum of the universe.,secret identity|sun glasses|undercover|space marine|illegal immigration,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",98,Action|Adventure|Comedy|Science Fiction,Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation,7/1/97,2864,6.7,1997,122261428.896488,800663660.846796
2879,217,tt0367882,3.16167,185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford|Cate Blanchett|Shia LaBeouf|Ray Winstone|Karen Allen,http://www.indianajones.com/site/index.html,Steven Spielberg,The adventure continues . . .,saving the world|riddle|whip|treasure|mexico city,"Set during the Cold War, the Soviets â€“ led by sword-wielding Irina Spalko â€“ are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend â€“ and Indy's colleague â€“ Professor Oxley has been captured for his knowledge of the skull's whereabouts.",122,Adventure|Action,Lucasfilm|Paramount Pictures,5/21/08,1537,5.6,2008,187365527.254695,796694459.895067
10094,771,tt0099785,0.142486,18000000,476684675,Home Alone,Macaulay Culkin|Joe Pesci|Daniel Stern|John Heard|Catherine O'Hara,https://www.foxconnect.com/home-alone-4.html,Chris Columbus,A Family Comedy Without the Family.,holiday|burglar|home invasion|mischief|booby trap,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",103,Comedy|Family,Twentieth Century Fox Film Corporation|Hughes Entertainment,11/9/90,1393,7.0,1990,30040173.7256624,795538358.29783
10595,253,tt0070328,1.549139,7000000,161777836,Live and Let Die,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris,http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,Guy Hamilton,Roger Moore is James Bond.,london|new york|bomb|england|spy,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,121,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),7/5/73,293,6.1,1973,34378117.0515951,794516768.908823
5427,101299,tt1951264,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,http://www.thehungergames.movie/,Francis Lawrence,Every revolution begins with a spark.,based on novel|mentor|secret|factory|television,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",146,Science Fiction|Thriller|Action|Adventure,Lionsgate|Color Force,11/15/13,4269,7.4,2013,121684335.856255,793216614.966424
4413,50620,tt1673434,1.586368,120000000,829000000,The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart|Robert Pattinson|Taylor Lautner|Peter Facinelli|Elizabeth Reaser,,Bill Condon,The epic finale that will live forever,vampire|romance|villainess|super strength|male vampire,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",115,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Sunswept Entertainment|Temple Hill Entertainment,11/13/12,1668,6.1,2012,113969313.762269,787338009.241011
3917,1894,tt0121765,3.128314,120000000,649398328,Star Wars: Episode II - Attack of the Clones,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,George Lucas,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,senate|investigation|army|death star|jedi,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator PadmÃ© Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for PadmÃ© as well as his own darker side. Soon, Anakin, PadmÃ©, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",142,Adventure|Action|Science Fiction,Lucasfilm,5/15/02,2549,6.4,2002,145471367.234465,787240522.116133
9,150540,tt2096673,6.326804,175000000,853708609,Inside Out,Amy Poehler|Phyllis Smith|Richard Kind|Bill Hader|Lewis Black,http://movies.disney.com/inside-out,Pete Docter,Meet the little voices inside your head.,dream|cartoon|imaginary friend|animation|kid,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",94,Comedy|Animation|Family,Walt Disney Pictures|Pixar Animation Studios|Walt Disney Studios Motion Pictures,6/9/15,3935,8.0,2015,160999929.160031,785411574.698907
10601,9277,tt0070735,0.863155999999999,5500000,159616327,The Sting,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,,George Roy Hill,...all it takes is a little Confidence.,chicago|bet|horse race|repayment|con man,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,129,Comedy|Crime|Drama,Universal Pictures,12/25/73,304,7.7,1973,27011377.6833962,783901253.278813
8243,812,tt0103639,3.966538,28000000,504050219,Aladdin,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker,http://movies.disney.com/aladdin,Ron Clements,Wish granted!,magic|musical|cartoon|princess|love,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",90,Animation|Family|Comedy|Adventure|Fantasy,Walt Disney Pictures,11/25/92,2121,7.3,1992,43512679.1284907,783306265.856875
8243,812,tt0103639,3.966538,28000000,504050219,Aladdin,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker,http://movies.disney.com/aladdin,John Musker,Wish granted!,magic|musical|cartoon|princess|love,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",90,Animation|Family|Comedy|Adventure|Fantasy,Walt Disney Pictures,11/25/92,2121,7.3,1992,43512679.1284907,783306265.856875
1399,14161,tt1190080,2.979786,200000000,769653595,2012,John Cusack|Amanda Peet|Chiwetel Ejiofor|Thandie Newton|Oliver Platt,http://www.sonypictures.com/movies/2012,Roland Emmerich,We Were Warned.,white house|u.s. president|indian|ambulance|loss of father,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",158,Action|Adventure|Science Fiction,Columbia Pictures|Centropolis Entertainment|The Mark Gordon Company|Farewell Productions,10/10/09,3533,5.6,2009,203280086.82499,782276248.083831
4951,22,tt0325980,6.864067,140000000,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,Gore Verbinski,Prepare to be blown out of the water.,exotic island|east india trading company|gold|marriage proposal|mutiny,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",143,Adventure|Fantasy|Action,Walt Disney Pictures|Jerry Bruckheimer Films,7/9/03,4223,7.3,2003,165949370.269553,776419286.73064
10691,907,tt0059113,1.282053,14000000,111721910,Doctor Zhivago,Omar Sharif|Julie Christie|Geraldine Chaplin|Rod Steiger|Alec Guinness,,David Lean,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",love triangle|nurse|suicide attempt|loss of family|world war i,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,197,Drama|Romance|War,Metro-Goldwyn-Mayer (MGM),12/22/65,126,6.9,1965,96887891.7125557,773178594.14285
9983,114,tt0100405,2.212092,14000000,463000000,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,,Garry Marshall,Who knew it was so much fun to be a hooker?,prostitute|capitalism|cinderella|expensive restaurant|sports car,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",119,Romance|Comedy,Touchstone Pictures|Silver Screen Partners IV,3/23/90,963,6.9,1990,23364579.5644041,772700024.16565
6081,105,tt0088763,6.095293,19000000,381109762,Back to the Future,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,http://www.backtothefuture.com/movies/backtothefuture1,Robert Zemeckis,He's the only kid ever to get into trouble before he was born.,clock tower|car race|terrorist|delorean|lightning,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",116,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,7/3/85,3785,7.8,1985,38516154.993062,772572771.713735
10654,9062,tt0066011,0.396028,2200000,136400000,Love Story,Ali MacGraw|Ryan O'Neal|John Marley|Ray Milland|Russell Nype,,Arthur Hiller,,based on novel|harvard university|college|drama|cancer,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",99,Drama|Romance,Paramount Pictures,12/16/70,56,6.6,1970,12356010.3565832,766072642.10816
1949,10192,tt0892791,1.820934,165000000,752600867,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,http://www.shrekforeverafter.com/,Mike Mitchell,It ain't Ogre... Til it's Ogre,ogre|3d,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Awayâ€”where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never metâ€”he sets out to restore his world and reclaim his true love.",93,Comedy|Adventure|Fantasy|Animation|Family,DreamWorks Animation,5/16/10,1191,6.0,2010,165000000.0,752600867.0
7474,1858,tt0418279,0.890556999999999,150000000,709709780,Transformers,Shia LaBeouf|Josh Duhamel|Megan Fox|Rachael Taylor|Tyrese Gibson,http://www.transformersmovie.com/,Michael Bay,Their war. Our world.,destroy|transformation|alien|based on toy|transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots â€“ the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",144,Adventure|Science Fiction|Action,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes,6/27/07,2752,6.6,2007,157750287.394731,746379478.412346
1390,14160,tt1049413,4.90890199999999,175000000,731342744,Up,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo,http://disney.go.com/disneypictures/up/,Bob Peterson,Fly Up to Venezuela,central and south america|balloon|animation|title spoken by character|floating in the air,"After a lifetime of dreaming of traveling the world, 78-year-old homebody Carl flies away on an unbelievable adventure with Russell, an 8-year-old Wilderness Explorer, unexpectedly in tow. Together, the unlikely pair embarks on a thrilling odyssey full of jungle beasts and rough terrain.",96,Animation|Comedy|Family|Adventure,Walt Disney Pictures|Pixar Animation Studios,5/13/09,4225,7.6,2009,177870075.971866,743337082.495734
1390,14160,tt1049413,4.90890199999999,175000000,731342744,Up,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo,http://disney.go.com/disneypictures/up/,Pete Docter,Fly Up to Venezuela,central and south america|balloon|animation|title spoken by character|floating in the air,"After a lifetime of dreaming of traveling the world, 78-year-old homebody Carl flies away on an unbelievable adventure with Russell, an 8-year-old Wilderness Explorer, unexpectedly in tow. Together, the unlikely pair embarks on a thrilling odyssey full of jungle beasts and rough terrain.",96,Animation|Comedy|Family|Adventure,Walt Disney Pictures|Pixar Animation Studios,5/13/09,4225,7.6,2009,177870075.971866,743337082.495734
8970,95,tt0120591,2.993102,140000000,553799566,Armageddon,Bruce Willis|Billy Bob Thornton|Ben Affleck|Liv Tyler|Will Patton,,Michael Bay,Earth. It Was Fun While It Lasted.,saving the world|paris|moon|cataclysm|asteroid,"An asteroid the size of Texas is heading directly toward Earth at 22,000 mph. NASA's executive director, Dan Truman, has only one option - to send up a crew to destroy the asteroid. He enlists the help of Harry S. Stamper - the world's foremost deep core oil driller - and Stamper's roughneck team of drillers to land on the asteroid, drill into its surface, and drop a nuclear device.",151,Action|Thriller|Science Fiction|Adventure,Jerry Bruckheimer Films|Touchstone Pictures|Valhalla Motion Pictures,7/1/98,1559,6.4,1998,187277365.670961,740815170.215728
5650,82992,tt1905041,0.522347,160000000,788679850,Fast & Furious 6,Paul Walker|Vin Diesel|Dwayne Johnson|Jordana Brewster|Luke Evans,http://www.thefastandthefurious.com/,Justin Lin,All roads lead to this,car race|sequel|crime|car|automobile racing,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions|Dentsu|Relativity Media,5/6/13,4368,6.6,2013,149765336.438467,738230644.234315
10401,667,tt0062512,1.554808,9500000,111584787,You Only Live Twice,Sean Connery|Akiko Wakabayashi|Karin Dor|Mie Hama|TetsurÅ Tamba,http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,Lewis Gilbert,You Only Live Twice...and Twice is the only way to live!,london|japan|england|assassination|helicopter,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,117,Action|Thriller|Adventure,Eon Productions,6/12/67,301,6.2,1967,62099255.5279776,729403389.573469
6967,9806,tt0317705,3.339406,92000000,631442092,The Incredibles,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Dominique Louis,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,Brad Bird,"No gut, no glory",secret identity|secret|hero|island|wretch,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",115,Action|Adventure|Animation|Family|Science Fiction,Walt Disney Pictures|Pixar Animation Studios,11/5/04,3064,7.2,2004,106208976.782717,728965418.357159
9182,268,tt0096895,2.640852,35000000,411348924,Batman,Jack Nicholson|Michael Keaton|Kim Basinger|Michael Gough|Pat Hingle,,Tim Burton,Have you ever danced with the devil in the pale moonlight?,double life|dc comics|dual identity|chemical|crime fighter,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",126,Fantasy|Action,PolyGram Filmed Entertainment|The Guber-Peters Company|Warner Bros.,6/23/89,1207,6.9,1989,61564472.8665139,723556562.007649
1405,18239,tt1259571,1.971027,50000000,709827462,The Twilight Saga: New Moon,Kristen Stewart|Robert Pattinson|Taylor Lautner|Billy Burke|Ashley Greene,http://www.twilightthemovie.com/,Chris Weitz,The Next Chapter Begins.,moon|cinema|werewolf,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",130,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,3/15/09,1388,5.6,2009,50820021.7062476,721468940.530613
9883,433,tt0058331,1.987819,6000000,102272727,Mary Poppins,Julie Andrews|Dick Van Dyke|David Tomlinson|Glynis Johns|Hermione Baddeley,,Robert Stevenson,It's supercalifragilisticexpialidocious!,london|dancing|parents kids relationship|bank|brother sister relationship,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",139,Comedy|Music|Family|Fantasy,Walt Disney Productions,8/27/64,613,7.2,1964,42181604.4616889,719004619.588715
6560,950,tt0438097,3.145562,80000000,660940780,Ice Age: The Meltdown,Ray Romano|John Leguizamo|Denis Leary|Queen Latifah|Seann William Scott,http://www.iceagemovies.com/films/ice-age-the-meltdown,Carlos Saldanha,The Ice age is melting away.,mammoth|sloth|ice age|barrier ice|ice melting,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",91,Animation|Family|Comedy|Adventure,Blue Sky Studios|Twentieth Century Fox Animation,3/23/06,1775,6.4,2006,86533532.6633258,714919257.183175
4370,1930,tt0948470,3.702647,215000000,752215857,The Amazing Spider-Man,Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Martin Sheen,http://www.theamazingspiderman.com,Marc Webb,The untold story begins.,loss of father|vigilante|serum|marvel comic|experiment gone wrong,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â€“ leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",136,Action|Adventure|Fantasy,Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment,6/27/12,4837,6.4,2012,204195020.490732,714412708.528228
630,118340,tt2015381,14.311205,170000000,773312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,http://marvel.com/guardians,James Gunn,All heroes start somewhere.,marvel comic|spaceship|space|scene during end credits|outer space,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",121,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/14,5612,7.9,2014,156585478.631148,712291130.169508
10475,744,tt0092099,1.469796,15000000,356830601,Top Gun,Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt,,Tony Scott,Up there with the best of the best.,lovesickness|loss of lover|fighter pilot|self-discovery|pilot,"For Lieutenant Pete Mitchell and his friend and Co-Pilot Nick Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",110,Drama|Action|Romance,Paramount Pictures,5/16/86,1046,6.6,1986,29841096.1629323,709881085.221197
4433,80321,tt1277953,1.204406,145000000,746921274,Madagascar 3: Europe's Most Wanted,Ben Stiller|Sacha Baron Cohen|David Schwimmer|Frances McDormand|Chris Rock,,Eric Darnell,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",madagascar|3d,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",93,Animation|Family,DreamWorks Animation,6/6/12,1290,6.4,2012,137712920.796075,709384208.601833
4433,80321,tt1277953,1.204406,145000000,746921274,Madagascar 3: Europe's Most Wanted,Ben Stiller|Sacha Baron Cohen|David Schwimmer|Frances McDormand|Chris Rock,,Tom McGrath,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",madagascar|3d,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",93,Animation|Family,DreamWorks Animation,6/6/12,1290,6.4,2012,137712920.796075,709384208.601833
4433,80321,tt1277953,1.204406,145000000,746921274,Madagascar 3: Europe's Most Wanted,Ben Stiller|Sacha Baron Cohen|David Schwimmer|Frances McDormand|Chris Rock,,Conrad Vernon,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",madagascar|3d,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",93,Animation|Family,DreamWorks Animation,6/6/12,1290,6.4,2012,137712920.796075,709384208.601833
9985,581,tt0099348,1.695911,22000000,424208848,Dances with Wolves,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,,Kevin Costner,Inside everyone is a frontier waiting to be discovered.,countryside|indian|suicide attempt|culture clash|loss of family,"Wounded Civil War soldier John Dunbar tries to commit suicide -- and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",181,Adventure|Drama|Western,Tig Productions|Majestic Films International,11/9/90,585,7.3,1990,36715767.8869207,707961527.215729
7073,615,tt0335345,0.672946,30000000,611899420,The Passion of the Christ,Jim Caviezel|Maia Morgenstern|Christo Jivkov|Francesco De Vito|Monica Bellucci,http://www.thepassionofthechrist.com/,Mel Gibson,"By his wounds, we were healed.",christianity|jewry|roman empire|jesus christ|suffering,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",127,Drama,Icon Productions,2/25/04,457,6.8,2004,34633361.9943644,706404470.566721
7883,87,tt0087469,2.556799,28000000,333000000,Indiana Jones and the Temple of Doom,Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,http://www.indianajones.com,Steven Spielberg,If adventure has a name... it must be Indiana Jones.,riddle|treasure|heart|skeleton|treasure hunt,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees â€“ and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",118,Adventure|Action,Lucasfilm|Paramount Pictures,5/23/84,1735,6.9,1984,58773177.0974362,698980999.051652
660,102651,tt1587310,3.582315,180000000,758410378,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,http://movies.disney.com/maleficent,Robert Stromberg,Don't believe the fairy tale.,fairy tale|villain|sleeping beauty|dark fantasy|based on fairy tale,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal â€“ an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",97,Fantasy|Adventure|Action|Family|Romance,Walt Disney Pictures|Roth Films,5/28/14,2928,7.0,2014,165796389.138862,698565011.988
